APN,Acreage,Address,Assessed Value,Asset Category,City,Coordinates,County,Land Use Description,Listed Owners,Market Value,State,Tax Year,ZIP
179135,0.42,1208 Shalimar Dr,30000.0,Vacant Land,High Point,"[-80.0455438215, 35.9539956823]",Guilford County,Residential Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",30000.0,NC,2019,27262
FARN-000000-U000017-000009-J000000,0.49,Woodfield Dr,30000.0,Special Purpose,Farmington,"[-70.136452, 44.680504]",Franklin County,Religious,Lds Church,30000.0,ME,2019,4938
44-1708-04-1-01-01-0000,616.04,,29999.0,Vacant Land,Harlowton,"[-109.6060186949, 46.4862621373]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29999.0,MT,2019,59036
19-34-000-0002,48.0,,2364.0,Vacant Land,Woodruff,"[-111.1471943191, 41.4783612584]",Rich County,Forest,Farmland Reserve Inc,29987.0,UT,2019,84086
00001446-01,45.5,,29963.0,Public & Semi-Public,,"[-111.9621415203, 42.1446356958]",Franklin County,Tax Exempt,Corporation of The Presiding Bishop,29963.0,ID,2019,
14-1260-11-1-01-01-0000,640.0,,29961.0,Vacant Land,,"[-105.0951182317, 46.0269485739]",Custer County,Agricultural Land,Farmland Reserve Inc,29961.0,MT,2019,
14-1162-31-1-01-01-0000,632.36,,29917.0,Vacant Land,Powderville,"[-105.304692757, 45.882344612]",Custer County,Agricultural Land,Farmland Reserve Inc,29917.0,MT,2019,59345
110-32-001,19.37,,4487.0,Industrial,Willcox,"[-110.3260960347, 32.9079113131]",Graham County,Mine/Quarry,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ of LDS, Corporation of The Presiding Bishop",29913.0,AZ,2019,85643
34-027-573,0.6859,S Clark St,29900.0,Vacant Land,Arlington,"[-77.0967025757, 38.8594284058]",Arlington County,Commercial Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Property Reserve Inc",29900.0,VA,2019,22204
44-1706-32-1-01-01-0000,640.0,,29898.0,Vacant Land,Harlowton,"[-109.873116487, 46.4104259503]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29898.0,MT,2019,59036
110-33-001,19.34,,4484.0,Industrial,Willcox,"[-110.3166062785, 32.8803769515]",Graham County,Mine/Quarry,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ of LDS, Corporation of The Presiding Bishop",29892.0,AZ,2019,85643
14-1348-28-1-01-01-0000,640.0,,29879.0,Vacant Land,Miles City,"[-105.764661415, 46.0721175206]",Custer County,Agricultural Land,Farmland Reserve Inc,29879.0,MT,2019,59301
D04-000096-00000,4.97,,,Vacant Land,,"[-90.150391157, 32.165570375]",Rankin County,General Vacant Land,Church Of Jesus Christ Of Latter,29820.0,MS,2018,
14-1161-15-1-01-01-0000,640.0,,29805.0,Vacant Land,,"[-105.3667172205, 45.9258096362]",Custer County,Agricultural Land,Farmland Reserve Inc,29805.0,MT,2019,
140-37-421-B,0.0958,,4470.0,Public & Semi-Public,Mesa,"[-111.7367136495, 33.4051773671]",Maricopa County,Tax Exempt,Corporation of The Presiding Bishop,29800.0,AZ,2019,85206
13-00161-001,3.97,W Pickens Rd,5960.0,Vacant Land,Pea Ridge,"[-94.125836189, 36.457645215]",Benton County,Residential Vacant Land,Church Of Jesus Christ Of Latter Day Saints,29800.0,AR,2019,72751
44-1708-23-1-01-01-0000,640.0,,29792.0,Vacant Land,Harlowton,"[-109.55998233, 46.4395989223]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29792.0,MT,2019,59036
205-05-117B,2.53,301 Love Lake Rd,4463.0,Special Purpose,Taylor,"[-110.0782980012, 34.4598472658]",Navajo County,Religious,Church of Jesus Christ of LDS,29756.0,AZ,2019,85939
570035762,560.0,,3571.0,Vacant Land,,"[-96.5316448585, 36.9761273085]",Osage County,Agricultural Land,Farmland Reserve Inc,29754.0,OK,2019,
103558,0.23,601 Nw 12Th St,,Special Purpose,Pendleton,"[-118.7999302673, 45.6775744365]",Umatilla County,Religious,"Church of Latter Day Saints, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc",29640.0,OR,2018,97801
05-053-0074,0.17,,29621.0,Vacant Land,Tremonton,"[-112.1657443026, 41.7135588333]",Box Elder County,Residential Vacant Land,Lds Cpd,29621.0,UT,2019,84337
03-138-0020,0.17,,29621.0,Vacant Land,Brigham City,"[-112.013993683, 41.5005255745]",Box Elder County,Residential Vacant Land,Lds Cpb,29621.0,UT,2019,84302
14-1354-09-1-01-01-0000,640.0,,29620.0,Vacant Land,Miles City,"[-105.0122632886, 46.1136048743]",Custer County,Agricultural Land,Farmland Reserve Inc,29620.0,MT,2019,59301
14-1161-03-1-01-01-0000,640.32,,29609.0,Vacant Land,,"[-105.3667131293, 45.9546950669]",Custer County,Agricultural Land,Farmland Reserve Inc,29609.0,MT,2019,
27-20-100-011-0000,0.13,11022 S 4000 W,29600.0,Public & Semi-Public,South Jordan,"[-111.9862666355, 40.5510838491]",Salt Lake County,Government/Public Use (General),Corp Of Pb Of Ch Jc Of LDS,29600.0,UT,2019,84009
44-1809-08-1-01-01-0000,640.0,,29578.0,Vacant Land,,"[-109.6087174408, 46.5558341039]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29578.0,MT,2019,
00-0012-6545,40.0,,29555.0,Vacant Land,,"[-111.209476936, 40.4448552278]",Wasatch County,General Vacant Land,"Lds Church Tax Division, Corp Presiding Bishop LDS",29555.0,UT,2019,
03-1530-34-1-01-01-0000,640.0,,29553.0,Vacant Land,Custer,"[-107.7060931194, 46.228419531]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,29553.0,MT,2019,59024
096-161-14,0.26,14302 Pine St,29524.0,Multifamily,Westminster,"[-118.0057624698, 33.7544879832]",Orange County,Multi Family (General),Bishop Of The Church,29524.0,CA,2019,92683
14-1161-10-1-01-01-0000,640.0,,29524.0,Vacant Land,,"[-105.3667215684, 45.9402556598]",Custer County,Agricultural Land,Farmland Reserve Inc,29524.0,MT,2019,
44-1606-25-1-01-01-0000,640.0,,29501.0,Vacant Land,Harlowton,"[-109.6642049957, 46.3371085007]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29501.0,MT,2019,59036
12-A09-0060-999.01,0.0,6700 Chambersburg Rd,29500.0,Public & Semi-Public,Fayetteville,"[-77.4551284814, 39.8974765236]",Adams County,Tax Exempt,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",29500.0,PA,2019,17222
20-11-200-002,80.0,2502 W Washington St,29482.0,Agricultural,Bloomington,"[-89.065172041, 40.4677995604]",Mclean County,Agricultural,Farmland Reserve Inc,29482.0,IL,2019,61705
44-1708-21-1-01-01-0000,634.55,,29479.0,Vacant Land,Harlowton,"[-109.6017780551, 46.4395494727]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29479.0,MT,2019,59036
14-1259-23-1-01-01-0000,640.0,,29431.0,Vacant Land,,"[-105.2175470373, 45.9950736368]",Custer County,Agricultural Land,Farmland Reserve Inc,29431.0,MT,2019,
19-3502-29-3-02-01-0000,80.0,,29427.0,Vacant Land,,"[-110.2322850765, 47.8056062774]",Chouteau County,Agricultural Land,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ of LDS, Corporation of The Presiding Bishop",29427.0,MT,2019,
14-1161-02-1-01-01-0000,640.24,,29425.0,Vacant Land,,"[-105.3462775785, 45.9548102731]",Custer County,Agricultural Land,Farmland Reserve Inc,29425.0,MT,2019,
03-1432-25-1-01-01-0000,640.0,,29419.0,Vacant Land,Custer,"[-107.7894056375, 46.1558484632]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,29419.0,MT,2019,59024
07-24-100-008,30.0,,9804.0,Agricultural,Belvidere,"[-88.8393387329, 42.1945707941]",Boone County,Farm,Farmland Reserve Inc,29412.0,IL,2019,61008
21-32-152-018-0000,0.32,8098 S Lynn Ln,29400.0,Special Purpose,West Jordan,"[-111.9821599616, 40.6041067699]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,29400.0,UT,2019,84088
06-4D-00330006,0.39,Off Lovelace Way,17640.0,Special Purpose,Martinsburg,"[-77.9770922767, 39.4700113513]",Berkeley County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Corporation of The Presiding Bishop",29400.0,WV,2019,25401
1-S15-7,1.17,87 S 100 E,,Vacant Land,Salina,"[-111.858001709, 38.9564704895]",Sevier County,General Vacant Land,Corporation of The Presiding Bishop,,UT,2019,84654
610552500,0.4851,,29400.0,Special Purpose,Coulee Dam,"[-118.9741187781, 47.9692909198]",Okanogan County,Auditorium,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ of LDS",29400.0,WA,2019,99116
4009551,5.872,Sunrise Pkwy,9787.0,Vacant Land,Farmington,"[-108.1875052297, 36.7690886686]",San Juan County,General Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter-Day Sai",29360.0,NM,2019,87401
14-1348-13-1-01-01-0000,640.0,,29344.0,Vacant Land,Miles City,"[-105.7015508096, 46.1013368803]",Custer County,Agricultural Land,Farmland Reserve Inc,29344.0,MT,2019,59301
570038877,396.3,,3518.0,Vacant Land,Tulsa,"[-96.65875247, 36.6559936729]",Osage County,Agricultural Land,Farmland Reserve Inc,29320.0,OK,2019,74127
16-16-305-014-0000,0.12,1476 E Blaine Ave,29300.0,Special Purpose,Salt Lake City,"[-111.848725854, 40.7322556351]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,29300.0,UT,2019,84105
RP11S21E109000,40.0,390 S 900Th W,29300.0,Vacant Land,Burley,"[-113.9733901504, 42.4766119263]",Cassia County,Waste Land,Farmland Reserve Inc,29300.0,ID,2019,83318
24-08-34-0-002-044.,3.2219,Howells Ferry Rd,5860.0,Commercial General/Misc.,Semmes,"[-88.274229, 30.741376]",Mobile County,Commercial (General),Church Of Jesus Christ Of,29300.0,AL,2019,36575
155-1-224-009,2.03,Mcintosh Trl,11704.0,Vacant Land,Senoia,"[-84.58244292, 33.340815829]",Coweta County,Residential Vacant Land,Property Reserve Inc,29259.0,GA,2019,30276
202-07-026,2.96,,4384.0,Special Purpose,Snowflake,"[-110.0781047458, 34.5148700056]",Navajo County,Religious,Church of Jesus Christ of LDS,29224.0,AZ,2019,85937
44-1606-24-1-01-01-0000,640.0,,29219.0,Vacant Land,Harlowton,"[-109.6641898486, 46.3518673257]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29219.0,MT,2019,59036
32-08-29-100-002.000-015,28.54,50 E North Temple St,29200.0,Vacant Land,Indianapolis,"[-86.3444271605, 39.8013866307]",Hendricks County,Agricultural Land,Farmland Reserve Inc,29200.0,IN,2019,46234
26-230-33-23-00-0-00-000,0.3566,504 S Spring St,5539.0,Vacant Land,Independence,"[-94.4204906195, 39.0880509366]",Jackson County,Residential Vacant Land,Church of Jesus Christ of LDS,29150.0,MO,2019,64050
6391,29.975,,2500.0,Vacant Land,Paducah,"[-100.1432454162, 34.0691344586]",Cottle County,Agricultural Land,Farmland Reserve Inc,29140.0,TX,2019,79248
44-1708-29-1-01-01-0000,640.0,,29102.0,Vacant Land,Harlowton,"[-109.6226910341, 46.4250211575]",Wheatland County,Agricultural Land,Farmland Reserve Inc,29102.0,MT,2019,59036
842-090-015,0.32,,29023.0,Vacant Land,Blythe,"[-114.595273761, 33.620632211]",Riverside County,General Vacant Land,Corporation of The Presiding Bishop,29023.0,CA,2019,92225
09-338-0001,0.2,5381 S 3800 W,,Vacant Land,Roy,"[-112.0723081058, 41.1659624038]",Weber County,Residential Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",29000.0,UT,2019,84067
38781,140.06,,750.0,Agricultural,,"[-111.8402346133, 39.6542568386]",Juab County,Farm,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",28992.0,UT,2019,
03-1433-12-1-04-01-0000,646.24,,28991.0,Vacant Land,Custer,"[-107.6643223191, 46.1994827337]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,28991.0,MT,2019,59024
24-33-400-003,55.68,,28987.0,Agricultural,Rochelle,"[-89.1165867629, 41.8917911421]",Ogle County,Agricultural,Farmland Reserve Inc,28987.0,IL,2018,61068
20658,0.1,110 W Lincoln St,28980.0,Public & Semi-Public,Seymour,"[-99.262377721, 33.582104654]",Baylor County,Tax Exempt,Corp Of The Presiding Bishop,28980.0,TX,2019,76380
02-800-04-03-01-0-00-000,108.4928,,3473.0,Vacant Land,Independence,"[-94.2991211247, 39.2303348901]",Jackson County,Agricultural Land,Farmland Reserve Inc,28943.0,MO,2019,64058
139-23-712-099,0.11,2320 E Tonopah Ave,10125.0,Retail,North Las Vegas,"[-115.116462644, 36.1923852799]",Clark County,Retail Stores,Church L D S Presiding Bishop,28928.0,NV,2019,89030
108-14-013,10.0,Emery Cemetery Ft Th,4337.0,Special Purpose,,"[-110.0234875504, 33.0676788546]",Graham County,Cemetery,"Latter Day Saints, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Latter Day Saints Church, Intellectural Reserve Inc",28911.0,AZ,2019,
00002383-00,120.0,50 E Notemple,28908.0,Vacant Land,Weston,"[-112.0728480255, 42.0312202889]",Franklin County,Residential Vacant Land,Farmland Reserve Inc,28908.0,ID,2019,83286
44-1511-04-1-01-01-0000,695.0,,28908.0,Vacant Land,Harlowton,"[-109.6018847865, 46.3076809979]",Wheatland County,Agricultural Land,Farmland Reserve Inc,28908.0,MT,2019,59036
110-12-002,9.0,,4335.0,Special Purpose,Snowflake,"[-110.0322669676, 34.7763977153]",Navajo County,Religious,Church of Jesus Christ of LDS,28901.0,AZ,2019,85937
16-18-281-001-0000,0.17,1585 S 500Th E,28900.0,Special Purpose,Salt Lake City,"[-111.876566663, 40.7348795963]",Salt Lake County,Religious,Corp Presiding Bishop Ch Of Jc Of LDS,28900.0,UT,2019,84150
137-14-002-A,0.1373,412 E University Dr,4335.0,Public & Semi-Public,Mesa,"[-111.8212180016, 33.4226853554]",Maricopa County,Tax Exempt,Church Of Jesus Christ LDS Corp Pres Bis,28900.0,AZ,2019,85203
R13335-080-4520,0.113,Ne Nunan Loop,28876.0,Vacant Land,Oak Harbor,"[-122.6400586123, 48.2989523426]",Island County,General Vacant Land,"Corp Presiding Bishop Church, Tax Adm Div 502-5001",28876.0,WA,2019,98277
139-23-712-060,0.11,2321 Perliter Ave,10104.0,Retail,North Las Vegas,"[-115.116467166, 36.1926615052]",Clark County,Retail Stores,Church L D S Presiding Bishop,28868.0,NV,2019,89030
09-400-03-12-00-0-00-000,35.513,Old Atherton Rd,3459.0,Vacant Land,Independence,"[-94.3213330477, 39.1616536229]",Jackson County,Agricultural Land,Farmland Reserve Inc,28828.0,MO,2019,64058
08-25-200-005-1001,11.5,1175 N Sandhurst Dr,9510.0,Easements/Personal Prop/Other,Salt Lake City,"[-111.8929531488, 40.797027549]",Salt Lake County,Miscellaneous,Deseret Title Holding Corp,28800.0,UT,2019,84103
204-16-002,160.0,,4320.0,Agricultural,,"[-109.2999347443, 34.6523467875]",Apache County,Ranch,Corporation of The Presiding Bishop,28800.0,AZ,2019,
1-5-5-008-054-0000,0.4,55-510 Kam Hwy,100.0,Vacant Land,Laie,"[-157.935083448, 21.646833897]",Honolulu County,Agricultural Land,Property Reserve Inc,28800.0,HI,2019,96762
1-5-5-008-051-0000,0.4,55-510 Kam Hwy,100.0,Vacant Land,Laie,"[-157.934098876, 21.647042419]",Honolulu County,Agricultural Land,Property Reserve Inc,28800.0,HI,2019,96762
14-501-00-01-001.00,82.77,Ne Soccer Dr,3460.0,Vacant Land,Kansas City,"[-94.496092663, 39.23583403]",Clay County,Agricultural Land,Property Reserve Inc,28800.0,MO,2019,64119
14-1160-12-1-01-01-0000,624.25,,28795.0,Vacant Land,,"[-105.4492421758, 45.9409264967]",Custer County,Agricultural Land,Farmland Reserve Inc,28795.0,MT,2019,
33-1533-31-1-01-01-0000,633.69,,28778.0,Vacant Land,Hysham,"[-107.5183204928, 46.2285281317]",Treasure County,Agricultural Land,Farmland Reserve Inc,28778.0,MT,2019,59038
14-1348-15-1-01-01-0000,640.0,,28775.0,Vacant Land,Miles City,"[-105.7434751539, 46.101054569]",Custer County,Agricultural Land,Farmland Reserve Inc,28775.0,MT,2019,59301
06-058-0035,0.88,,28750.0,Vacant Land,Garland,"[-112.1651397999, 41.7421660003]",Box Elder County,Residential Vacant Land,"Bear River Stake Church Of LDS, Lds Cpb",28750.0,UT,2019,84312
2-010-45-007-4000-0000,98.5,,28720.0,Vacant Land,Clarkston,"[-117.212555637, 46.3559214165]",Asotin County,Agricultural Land,Farmland Reserve Inc,28720.0,WA,2019,99403
570036096,480.56,,3445.0,Vacant Land,,"[-96.5229179868, 36.9315580888]",Osage County,Agricultural Land,Farmland Reserve Inc,28710.0,OK,2019,
1-160-14-020-0000,0.6581,S 3Rd St,28670.0,Vacant Land,Dayton,"[-117.9685487621, 46.3109429407]",Columbia County,Recreational Vacant Land,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds, Institute of Religion",28670.0,WA,2019,99328
62-700-04-11-00-0-00-000,59.0268,13050 Sw Ward Rd,3439.0,Vacant Land,Lees Summit,"[-94.399391948, 38.884089328]",Jackson County,Agricultural Land,Property Reserve Inc,28659.0,MO,2019,64082
00002452-00,120.0,50 E Notemple,28605.0,Vacant Land,Weston,"[-112.0575907855, 42.0511560452]",Franklin County,Residential Vacant Land,Farmland Reserve Inc,28605.0,ID,2019,83286
06-06-200-004,73.84,,28593.0,Vacant Land,Waynesville,"[-89.1273973189, 40.220635072]",De Witt County,Agricultural Land,Farmland Reserve Inc,28593.0,IL,2019,61778
14-1354-08-1-01-01-0000,640.0,,28503.0,Vacant Land,Miles City,"[-105.033124826, 46.1136138087]",Custer County,Agricultural Land,Farmland Reserve Inc,28503.0,MT,2019,59301
1-0959-100-0000-000,95.0,,380.0,Vacant Land,,"[-119.1853867343, 45.936025299]",Benton County,Agricultural Land,Farmland Reserve Inc,28500.0,WA,2019,
D04-000095-00000,4.74,,,Vacant Land,,"[-90.150403206, 32.164734513]",Rankin County,General Vacant Land,Church Of Jesus Christ Of Latter,28440.0,MS,2018,
14-1348-27-1-01-01-0000,640.0,,28410.0,Vacant Land,Miles City,"[-105.7433768152, 46.0720681029]",Custer County,Agricultural Land,Farmland Reserve Inc,28410.0,MT,2019,59301
03-019-0056,0.15,1612 Kiesel Ave,,Vacant Land,Ogden,"[-111.9711656823, 41.2383511063]",Weber County,Residential Vacant Land,Corp Of Presiding Bishop Of The Church Of Jesus Christ Of Ld,28400.0,UT,2019,84404
27-37-16-55-00000.0-0002.00,0.33,1044 W Eau Gallie Blvd,28350.0,Vacant Land,Melbourne,"[-80.6360300786, 28.1291735958]",Brevard County,Residential Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latt, Church of Jesus Christ of Lttr",28350.0,FL,2019,32935
14-1349-29-1-01-01-0000,640.0,,28337.0,Vacant Land,Miles City,"[-105.6598327915, 46.0723273986]",Custer County,Agricultural Land,Farmland Reserve Inc,28337.0,MT,2019,59301
05-2496.000,1.18,Eagle Creek Dr,9910.0,Special Purpose,Portsmouth,"[-82.9773755513, 38.803062617]",Scioto County,Religious,Ch Latter Day Saints,28320.0,OH,2019,45662
002-230-002-4,16.25,,28318.0,Agricultural,Byron,"[-121.603834469, 37.839005939]",Contra Costa County,Farm,Property Reserve Inc,28318.0,CA,2019,94514
44-1708-20-1-01-01-0000,640.0,,28309.0,Vacant Land,Harlowton,"[-109.6226574529, 46.4395095196]",Wheatland County,Agricultural Land,Farmland Reserve Inc,28309.0,MT,2019,59036
16-07-208-001-0000,0.23,751 S 400 E,28300.0,Special Purpose,Salt Lake City,"[-111.8791124909, 40.7529487927]",Salt Lake County,Religious,Corp Of Presiding Bishop Of Ch Of Jc Of,28300.0,UT,2019,84111
570036119,400.0,,3396.0,Vacant Land,,"[-96.497675421, 36.9231779594]",Osage County,Agricultural Land,Farmland Reserve Inc,28300.0,OK,2019,
1-5-5-008-044-0000,0.37,Kam Hwy,28300.0,Vacant Land,Laie,"[-157.934433585, 21.649918857]",Honolulu County,Agricultural Land,Property Reserve Inc,28300.0,HI,2019,96762
03-126-0001,0.69,571 W Forest St,28290.0,Vacant Land,Brigham City,"[-112.0245165911, 41.5100920717]",Box Elder County,Residential Vacant Land,Lds Cpb,28290.0,UT,2019,84302
44-1707-36-1-01-01-0000,640.0,,28284.0,Vacant Land,Harlowton,"[-109.6640861031, 46.4104501724]",Wheatland County,Agricultural Land,Farmland Reserve Inc,28284.0,MT,2019,59036
03-1433-20-1-01-01-0000,640.0,,28260.0,Vacant Land,Custer,"[-107.7477249162, 46.1704688534]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,28260.0,MT,2019,59024
03-1433-05-1-01-01-0000,640.0,,28257.0,Vacant Land,Custer,"[-107.7478844881, 46.2138993593]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,28257.0,MT,2019,59024
14-1260-10-1-01-01-0000,640.0,,28196.0,Vacant Land,,"[-105.115921613, 46.0269561634]",Custer County,Agricultural Land,Farmland Reserve Inc,28196.0,MT,2019,
350041318,81.6,,22555.0,Agricultural,,"[-102.1362201557, 41.8436291779]",Garden County,Agricultural,Farmland Reserve Inc,28194.0,NE,2019,
03-1434-30-2-01-01-0000,638.16,,28189.0,Vacant Land,Custer,"[-107.6432930339, 46.156022544]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,28189.0,MT,2019,59024
842-090-014,0.31,,28118.0,Vacant Land,Blythe,"[-114.5952762582, 33.6208200467]",Riverside County,General Vacant Land,Corporation of The Presiding Bishop,28118.0,CA,2019,92225
14-1161-27-1-01-01-0000,640.0,,28112.0,Vacant Land,,"[-105.366785227, 45.8970345739]",Custer County,Agricultural Land,Farmland Reserve Inc,28112.0,MT,2019,
570001551,442.82,,3372.0,Vacant Land,Fairfax,"[-96.2370211522, 36.7178895043]",Osage County,Agricultural Land,Farmland Reserve Inc,28097.0,OK,2019,74637
44-1607-30-1-01-01-0000,628.64,,28088.0,Vacant Land,Shawmut,"[-109.6434756756, 46.3370871409]",Wheatland County,Agricultural Land,Farmland Reserve Inc,28088.0,MT,2019,59078
14-1354-15-1-01-01-0000,600.0,,28079.0,Vacant Land,Miles City,"[-104.9938385357, 46.0974204291]",Custer County,Agricultural Land,Farmland Reserve Inc,28079.0,MT,2019,59301
44-1607-18-1-01-01-0000,627.12,,28054.0,Vacant Land,Shawmut,"[-109.6434589268, 46.3665927224]",Wheatland County,Agricultural Land,Farmland Reserve Inc,28054.0,MT,2019,59078
14-1260-17-1-01-01-0000,640.0,,28043.0,Vacant Land,,"[-105.1575065503, 46.0125455853]",Custer County,Agricultural Land,Farmland Reserve Inc,28043.0,MT,2019,
033-06-0-00-00-001.00-C,160.0,County Rd,8412.0,Agricultural,Sublette,"[-100.8430023193, 37.4898681641]",Haskell County,Ranch,"Deseret Trust Co, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Alan Bott",28040.0,KS,2019,67877
44-1707-24-1-01-01-0000,640.0,,28040.0,Vacant Land,Harlowton,"[-109.6640678744, 46.4394040977]",Wheatland County,Agricultural Land,Farmland Reserve Inc,28040.0,MT,2019,59036
202-05-011S,6.33,1875 W Canyon Dr,4204.0,Special Purpose,Snowflake,"[-110.1117658727, 34.5023617396]",Navajo County,Religious,Church of Jesus Christ of LDS,28026.0,AZ,2019,85937
88-24-07-000-015.002-021,1.75,1500 N Shelby St,28000.0,Special Purpose,Salem,"[-86.1091426885, 38.6214997158]",Washington County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Lds Family Services, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The",28000.0,IN,2019,47167
R4087086,32.0,,8120.0,Agricultural,,"[-104.586010121, 40.4265682652]",Weld County,Agricultural,Corporation of The Presiding Bishop,27998.0,CO,2019,
03-1432-23-1-01-01-0000,640.0,,27991.0,Vacant Land,Custer,"[-107.8102985236, 46.1703165125]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27991.0,MT,2019,59024
24536,3.05,,27957.0,Vacant Land,,"[-111.4898605698, 39.7784003087]",Sanpete County,Residential Vacant Land,Corp Of Presiding Bishop Of Cjclds,27957.0,UT,2019,
03-1433-32-1-01-01-0000,642.4,,27956.0,Vacant Land,Custer,"[-107.747708697, 46.1414573413]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27956.0,MT,2019,59024
44-1607-28-1-01-01-0000,640.0,,27947.0,Vacant Land,Shawmut,"[-109.6018987287, 46.337101212]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27947.0,MT,2019,59078
06-025-0012,7.35,,4373.0,Public & Semi-Public,Garland,"[-112.1193456911, 41.7920969873]",Box Elder County,Government/Public Use (General),Lds Cpb,27930.0,UT,2019,84312
44-1708-14-1-01-01-0000,640.0,,27929.0,Vacant Land,Harlowton,"[-109.5599797199, 46.4540783013]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27929.0,MT,2019,59036
14-1353-03-1-01-01-0000,774.96,,27906.0,Vacant Land,,"[-105.1135524658, 46.1260959393]",Custer County,Agricultural Land,Farmland Reserve Inc,27906.0,MT,2019,
18-303-00-18-004.00,30.64,210 Highway O,3350.0,Vacant Land,Excelsior Springs,"[-94.464145856, 39.152763067]",Clay County,Agricultural Land,Property Reserve Inc,27900.0,MO,2019,64024
570035311,360.0,,3348.0,Vacant Land,,"[-96.4575007608, 36.9670505552]",Osage County,Agricultural Land,Farmland Reserve Inc,27898.0,OK,2019,
452-011-10,1.3,,27846.0,Vacant Land,Irvine,"[-117.8037916413, 33.678466541]",Orange County,Agricultural Land,Bishop Of The Church,27846.0,CA,2019,92604
44-1707-23-1-01-01-0000,640.0,,27836.0,Vacant Land,Harlowton,"[-109.6850080575, 46.4393543338]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27836.0,MT,2019,59036
14-1162-05-1-01-01-0000,640.92,,27821.0,Vacant Land,,"[-105.2821866098, 45.9546475469]",Custer County,Agricultural Land,Farmland Reserve Inc,27821.0,MT,2019,
44-1607-20-1-01-01-0000,640.0,,27820.0,Vacant Land,Shawmut,"[-109.6228017504, 46.3518735469]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27820.0,MT,2019,59078
03-1433-31-1-01-01-0000,641.0,,27792.0,Vacant Land,Custer,"[-107.7685207049, 46.1415484873]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27792.0,MT,2019,59024
44-1607-32-1-01-01-0000,640.0,,27778.0,Vacant Land,Shawmut,"[-109.6227846167, 46.3222879463]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27778.0,MT,2019,59078
